amenity,capacity,parking,access,fee,coordinates
parking,3.0,street_side,,unknown,"[(2.1585775, 41.3961528), (2.1585848, 41.3961369), (2.1587684, 41.3961841), (2.1587611, 41.3962001), (2.1585775, 41.3961528)]"
parking,19.516616314199396,surface,,unknown,"[(1.7889398, 41.7254106), (1.7884862, 41.7255779), (1.7884306, 41.7254917), (1.7888772, 41.7253023), (1.7889398, 41.7254106)]"
parking,19.516616314199396,surface,,no,"[(1.7532666, 42.1989454), (1.7532825, 42.1989617), (1.7532678, 42.1989735), (1.7532458, 42.198979), (1.7532237, 42.1989817), (1.7532005, 42.1989826), (1.7531784, 42.1989826), (1.7531539, 42.1989808), (1.7531282, 42.1989799), (1.7530842, 42.1989744), (1.7530584, 42.1989726), (1.753034, 42.1989699), (1.752996, 42.1989681), (1.7529715, 42.1989663), (1.7529458, 42.1989617), (1.752898, 42.1989581), (1.7528491, 42.1989527), (1.7528258, 42.1989481), (1.7528013, 42.1989454), (1.7527634, 42.1989391), (1.7527083, 42.1989227), (1.7526874, 42.1989137), (1.7526666, 42.1989001), (1.7526568, 42.1988837), (1.7526789, 42.1988765), (1.7527046, 42.1988765), (1.7527303, 42.1988765), (1.7527536, 42.198881), (1.7527756, 42.1988874), (1.7528025, 42.1988982), (1.7528258, 42.1989028), (1.7528601, 42.1989046), (1.7528846, 42.1989064), (1.7529091, 42.1989082), (1.752936, 42.1989091), (1.7529666, 42.19891), (1.7530021, 42.1989118), (1.7530291, 42.1989128), (1.7530609, 42.1989128), (1.7531062, 42.1989137), (1.7531307, 42.1989146), (1.7531552, 42.1989173), (1.753187, 42.1989255), (1.7532103, 42.1989327), (1.7532433, 42.1989418), (1.7532666, 42.1989454)]"
parking,19.516616314199396,,,unknown,"[(2.7481396, 41.6698671), (2.7486755, 41.669712), (2.7486808, 41.6697753), (2.7489272, 41.6697647), (2.7489517, 41.6699581), (2.7487693, 41.6699715), (2.7488086, 41.6704759), (2.7485453, 41.6704759), (2.7482108, 41.6705743), (2.7481396, 41.6698671)]"
parking,2.0,street_side,,mo-fr 08:00-20:00,"[(2.154037, 41.3975626), (2.1540203, 41.3975533), (2.1540937, 41.3974785), (2.1541105, 41.3974878), (2.154037, 41.3975626)]"
parking,19.516616314199396,surface,,unknown,"[(1.6193589, 41.2451315), (1.619584, 41.2453022), (1.6196109, 41.245321), (1.6196341, 41.2453398), (1.6196537, 41.245364), (1.619668, 41.2453869), (1.619677, 41.2454151), (1.6196663, 41.2454823), (1.6196502, 41.2455038), (1.6196287, 41.2455239), (1.6196073, 41.2455427), (1.6195769, 41.2455521), (1.6195429, 41.2455562), (1.6195054, 41.2455562), (1.6194732, 41.2455495), (1.6194375, 41.24554), (1.6194071, 41.245528), (1.6193696, 41.2455145), (1.6193338, 41.2454984), (1.6193035, 41.245485), (1.6192749, 41.2454715), (1.6192481, 41.2454567), (1.619223, 41.2454406), (1.6191873, 41.2454191), (1.6191569, 41.2453976), (1.6191355, 41.2453775), (1.6191122, 41.2453573), (1.6190926, 41.2453344), (1.6190765, 41.2453103), (1.6190568, 41.2452888), (1.619039, 41.2452659), (1.6190229, 41.2452444), (1.6190139, 41.2452162), (1.6190104, 41.2451893), (1.6190014, 41.2451638), (1.6189925, 41.2451383), (1.6189907, 41.24511), (1.6190068, 41.2450859), (1.6190336, 41.2450697), (1.6190675, 41.2450617), (1.6191033, 41.2450563), (1.6191408, 41.2450536), (1.6191748, 41.2450563), (1.6192069, 41.2450644), (1.6192373, 41.2450738), (1.6192677, 41.2450859), (1.6192999, 41.2450979), (1.6193321, 41.2451114), (1.6193589, 41.2451315)]"
parking,19.516616314199396,surface,,unknown,"[(1.6180274, 41.2446841), (1.6179899, 41.2446935), (1.6179541, 41.2446988), (1.6179166, 41.2447015), (1.6178844, 41.2446908), (1.6178666, 41.2446679), (1.617863, 41.2446424), (1.6178719, 41.2446182), (1.6178826, 41.2445913), (1.6178934, 41.2445658), (1.6179059, 41.2445416), (1.6179184, 41.2445174), (1.6179309, 41.2444959), (1.6179488, 41.2444704), (1.6179649, 41.2444489), (1.6179827, 41.2444287), (1.6180042, 41.2444099), (1.6180346, 41.2443951), (1.6180685, 41.2443831), (1.6181043, 41.2443804), (1.6181382, 41.2443804), (1.6181704, 41.2443844), (1.6182026, 41.2443925), (1.6182276, 41.2444126), (1.6182472, 41.2444328), (1.618258, 41.244457), (1.6182508, 41.2444852), (1.6182365, 41.2445134), (1.6182133, 41.2445389), (1.6181954, 41.2445618), (1.6181793, 41.2445846), (1.6181579, 41.2446075), (1.6181382, 41.244629), (1.6181132, 41.2446464), (1.6180274, 41.2446841)]"
parking,6.0,surface,,no,"[(1.6545255, 41.2574315), (1.6544906, 41.2574339), (1.6544605, 41.2574303), (1.6544351, 41.2574137), (1.6544177, 41.2573946), (1.6544066, 41.2573731), (1.6543939, 41.2573528), (1.6543764, 41.2573326), (1.6543574, 41.2573123), (1.6543415, 41.257292), (1.6543336, 41.2572706), (1.6543336, 41.2572479), (1.6543447, 41.2572253), (1.6543574, 41.2572074), (1.6543844, 41.257199), (1.6544208, 41.2571979), (1.6544557, 41.2572002), (1.6544875, 41.257205), (1.6545176, 41.2572157), (1.654543, 41.2572289), (1.6545636, 41.2572491), (1.6545668, 41.2572742), (1.6545636, 41.2572992), (1.6545541, 41.257323), (1.6545493, 41.2573457), (1.654543, 41.2573683), (1.6545255, 41.2574315)]"
parking,19.516616314199396,surface,,unknown,"[(1.6522297, 41.2558453), (1.6522016, 41.2558039), (1.6522342, 41.2557414), (1.652552, 41.255749), (1.6522297, 41.2558453)]"
parking,19.516616314199396,surface,,no,"[(2.1567759, 41.4158093), (2.1571308, 41.4160382), (2.1571456, 41.4160676), (2.15718, 41.4161639), (2.1572135, 41.4162086), (2.1571099, 41.4162156), (2.1570695, 41.4162058), (2.1570374, 41.4161924), (2.1567759, 41.4158093)]"
parking,3.0,street_side,,unknown,"[(2.1494394, 41.398597), (2.1495728, 41.3984844), (2.1495899, 41.3984958), (2.1494566, 41.3986084), (2.1494394, 41.398597)]"
parking,19.516616314199396,,,unknown,"[(2.1040463, 41.4976863), (2.1042702, 41.497824), (2.1039917, 41.4980012), (2.1038807, 41.4979126), (2.1039371, 41.4977831), (2.1040463, 41.4976863)]"
parking,19.516616314199396,,,unknown,"[(2.1022047, 41.5004825), (2.1022961, 41.5004452), (2.1023153, 41.5004757), (2.1023723, 41.5005122), (2.1025614, 41.5006186), (2.1025933, 41.5007396), (2.1024712, 41.5008368), (2.1023498, 41.500851), (2.1022407, 41.5008226), (2.1022215, 41.5008092), (2.102027, 41.5006741), (2.1020783, 41.5006148), (2.1022345, 41.5005225), (2.1022047, 41.5004825)]"
parking,19.516616314199396,,,unknown,"[(2.1091043, 41.4999972), (2.1091807, 41.4999564), (2.10935, 41.4999454), (2.1095502, 41.499985), (2.1095557, 41.5000259), (2.109299, 41.5001608), (2.1091043, 41.4999972)]"
parking,19.516616314199396,,,unknown,"[(2.095739, 41.5039792), (2.0960075, 41.504201), (2.0962393, 41.5040629), (2.096619, 41.504075), (2.0966232, 41.5041186), (2.0964385, 41.5042375), (2.0963726, 41.5041779), (2.0959622, 41.5044485), (2.0957577, 41.50427), (2.0956694, 41.5042046), (2.0956098, 41.50418), (2.0954783, 41.5041708), (2.095739, 41.5039792)]"
parking,2.0,street_side,,mo-fr 08:00-20:00; sa 08:00-14:00,"[(2.1519527, 41.3952982), (2.151937, 41.3953084), (2.1518389, 41.3952223), (2.1518546, 41.3952122), (2.1519527, 41.3952982)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6850332, 10.1426014), (-64.6849769, 10.1421288), (-64.6848562, 10.1421129), (-64.6848884, 10.1422397), (-64.6848508, 10.1422634), (-64.6848455, 10.142369), (-64.6847355, 10.142369), (-64.6847301, 10.1423954), (-64.6848347, 10.1424086), (-64.6848321, 10.1426014), (-64.6850332, 10.1426014)]"
parking,19.516616314199396,,,unknown,"[(2.1115431, 41.4983041), (2.1115824, 41.4983404), (2.1093514, 41.4997541), (2.1093065, 41.4997197), (2.1113978, 41.4983971), (2.1115431, 41.4983041)]"
parking,19.516616314199396,,,unknown,"[(2.1114247, 41.4981723), (2.111456, 41.4982024), (2.1097326, 41.4992859), (2.1096867, 41.4992472), (2.1114186, 41.4981651), (2.1114247, 41.4981723)]"
parking,19.516616314199396,,,unknown,"[(2.1013956, 41.504929), (2.1013776, 41.5049069), (2.1019927, 41.5046434), (2.1021549, 41.5045656), (2.1024622, 41.5043961), (2.1027152, 41.5042355), (2.1029136, 41.5040951), (2.1031086, 41.5039431), (2.1031366, 41.5039597), (2.1030985, 41.5039895), (2.1029393, 41.504112), (2.1027427, 41.5042527), (2.1024869, 41.5044168), (2.1021729, 41.5045889), (2.1020137, 41.5046652), (2.1013956, 41.504929)]"
parking,19.516616314199396,,,unknown,"[(2.1025989, 41.50183), (2.1028477, 41.5020318), (2.1027637, 41.502084), (2.1026702, 41.5020116), (2.1025989, 41.5020603), (2.1024563, 41.5019451), (2.1024643, 41.5019238), (2.1025261, 41.5018751), (2.1025989, 41.50183)]"
parking,19.516616314199396,,,unknown,"[(2.2819611, 41.683997), (2.2819407, 41.6836022), (2.2818147, 41.6831028), (2.2818777, 41.6830937), (2.2820993, 41.6839818), (2.2819611, 41.683997)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6874726, 10.1570028), (-64.6874042, 10.156884), (-64.6872379, 10.1569513), (-64.6872983, 10.1570807), (-64.6874726, 10.1570028)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6894789, 10.157707), (-64.6894038, 10.1576094), (-64.6890444, 10.157847), (-64.6890846, 10.1579103), (-64.6892589, 10.1577942), (-64.6892992, 10.1578628), (-64.6894789, 10.157707)]"
parking,19.516616314199396,,,unknown,"[(2.026663, 41.5496619), (2.026547, 41.5496389), (2.0266137, 41.5494613), (2.026169, 41.5493799), (2.0261603, 41.5494066), (2.0261218, 41.5493999), (2.0261554, 41.5492919), (2.0266104, 41.5493715), (2.0266985, 41.5493929), (2.0267624, 41.5494401), (2.0267902, 41.5494765), (2.026783, 41.54951), (2.0267423, 41.5495873), (2.0266905, 41.5496304), (2.026663, 41.5496619)]"
parking,19.516616314199396,surface,,unknown,"[(2.7655101, 41.6470114), (2.7655174, 41.6470817), (2.7641159, 41.6469621), (2.7640769, 41.6469351), (2.7641418, 41.6469089), (2.7655101, 41.6470114)]"
parking,19.516616314199396,surface,,unknown,"[(2.7588858, 41.6464291), (2.7588851, 41.6464633), (2.7585437, 41.6464228), (2.7581168, 41.6463457), (2.7575474, 41.6462257), (2.7575124, 41.6462201), (2.7575273, 41.6461941), (2.7575594, 41.6462006), (2.7583154, 41.6463363), (2.7588858, 41.6464291)]"
parking,19.516616314199396,surface,,unknown,"[(2.7602996, 41.6465258), (2.7603033, 41.6465574), (2.7596823, 41.6465141), (2.7590778, 41.6464746), (2.7590866, 41.6464361), (2.759857, 41.6464897), (2.7601041, 41.646507), (2.7602996, 41.6465258)]"
parking,19.516616314199396,surface,,unknown,"[(2.7635604, 41.6469123), (2.7630173, 41.6468729), (2.7621901, 41.646804), (2.7614558, 41.6467287), (2.7609494, 41.6466628), (2.7606358, 41.6466054), (2.7606444, 41.6465435), (2.7612743, 41.6466593), (2.7619386, 41.6467402), (2.7630221, 41.646843), (2.7635451, 41.6468845), (2.7635604, 41.6469123)]"
parking,19.516616314199396,,,unknown,"[(2.0360977, 41.5595874), (2.0360487, 41.5593719), (2.0360962, 41.5593137), (2.0370457, 41.5591966), (2.0371033, 41.5594739), (2.0360977, 41.5595874)]"
parking,19.516616314199396,street_side,,unknown,"[(2.014681, 41.4379111), (2.0147282, 41.4379336), (2.0146306, 41.4380554), (2.0145775, 41.4380345), (2.014681, 41.4379111)]"
parking,19.516616314199396,street_side,,unknown,"[(2.0147725, 41.4379696), (2.0148567, 41.4380307), (2.0147929, 41.4381192), (2.0146802, 41.4381035), (2.0147725, 41.4379696)]"
parking,50.0,,,unknown,"[(2.3970391, 41.9764025), (2.397082, 41.9764303), (2.3970732, 41.9764582), (2.39691, 41.9765188), (2.3966333, 41.9765188), (2.3963456, 41.976468), (2.3961461, 41.9763738), (2.396081, 41.976223), (2.3962607, 41.9762664), (2.396608, 41.9763558), (2.3970391, 41.9764025)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6901128, 10.1388968), (-64.6900752, 10.1388071), (-64.6897587, 10.1388361), (-64.689756, 10.138947), (-64.6901128, 10.1388968)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6908826, 10.1335684), (-64.6907216, 10.133608), (-64.6907586, 10.1338469), (-64.6908584, 10.1338245), (-64.6908772, 10.1339196), (-64.6909468, 10.1338966), (-64.6908826, 10.1335684)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6898859, 10.1340549), (-64.6898668, 10.1338987), (-64.6896957, 10.1339191), (-64.6897149, 10.1340753), (-64.6898859, 10.1340549)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6871462, 10.1347883), (-64.6870121, 10.1341757), (-64.6869183, 10.1341968), (-64.6870229, 10.1348173), (-64.6871462, 10.1347883)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6852848, 10.1348835), (-64.6851668, 10.1349046), (-64.6852124, 10.1351132), (-64.68524, 10.1351258), (-64.6853027, 10.1351156), (-64.6852911, 10.1350462), (-64.6853773, 10.1350323), (-64.6853618, 10.1349397), (-64.6853232, 10.134944), (-64.6852848, 10.1348835)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6834571, 10.1333005), (-64.6834303, 10.1331817), (-64.6831514, 10.1332873), (-64.6831514, 10.133356), (-64.6834571, 10.1333005)]"
parking,19.516616314199396,,,unknown,"[(-64.6837877, 10.133146), (-64.683813, 10.1332496), (-64.6839043, 10.1332281), (-64.683879, 10.1331244), (-64.6837877, 10.133146)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6842967, 10.1324134), (-64.684294, 10.1322312), (-64.683948, 10.1322523), (-64.6839828, 10.1324292), (-64.6841625, 10.1324202), (-64.6842967, 10.1324134)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6842001, 10.1327857), (-64.6841625, 10.1324202), (-64.6839828, 10.1324292), (-64.6839962, 10.1327962), (-64.6842001, 10.1327857)]"
parking,19.516616314199396,underground,,unknown,"[(2.1337826, 41.4065362), (2.1334874, 41.4066997), (2.1334088, 41.4067001), (2.13332, 41.4066079), (2.1336802, 41.4064031), (2.1337826, 41.4065362)]"
parking,19.516616314199396,,,unknown,"[(2.031605, 41.5078964), (2.0321239, 41.5077516), (2.0321396, 41.5077925), (2.0316254, 41.5079345), (2.031605, 41.5078964)]"
parking,19.516616314199396,surface,,yes,"[(1.9047443, 41.256115), (1.9043463, 41.2563926), (1.9041146, 41.2564755), (1.9039803, 41.2564959), (1.9039084, 41.2564515), (1.9040698, 41.2562652), (1.9042568, 41.2560838), (1.9044678, 41.2559011), (1.9046308, 41.2557978), (1.9048067, 41.2557557), (1.9048562, 41.255817), (1.9048179, 41.255954), (1.9047699, 41.2560321), (1.9047443, 41.256115)]"
parking,19.516616314199396,,,unknown,"[(2.2550623, 42.0612113), (2.2550566, 42.0612175), (2.255022, 42.0612063), (2.2549035, 42.0611709), (2.2550929, 42.0608405), (2.2552374, 42.0608811), (2.2550623, 42.0612113)]"
parking,19.516616314199396,,,unknown,"[(2.4342116, 41.7023848), (2.4340563, 41.7025089), (2.4339112, 41.7026247), (2.4333866, 41.7022696), (2.4336271, 41.7020571), (2.4342116, 41.7023848)]"
parking,19.516616314199396,,,unknown,"[(2.4840252, 41.6773955), (2.4839537, 41.6774885), (2.4839426, 41.6775029), (2.4837633, 41.6774249), (2.4838362, 41.6773146), (2.4840252, 41.6773955)]"
parking,19.516616314199396,street_side,,unknown,"[(2.3270076, 41.9538754), (2.3269553, 41.953648), (2.326896, 41.9535411), (2.3268025, 41.9533979), (2.3266635, 41.9532787), (2.3265018, 41.9531089), (2.3263487, 41.952928), (2.3263845, 41.9529077), (2.3265197, 41.953058), (2.3269442, 41.9535192), (2.3269932, 41.9536416), (2.3270341, 41.9538705), (2.3270076, 41.9538754)]"
parking,19.516616314199396,,,unknown,"[(2.2384684, 42.0585439), (2.2385769, 42.0583964), (2.2386554, 42.058417), (2.2387571, 42.0583758), (2.2389095, 42.0583278), (2.2391265, 42.0582832), (2.2392651, 42.0582832), (2.2392397, 42.0583775), (2.2391519, 42.058537), (2.2390319, 42.0586107), (2.2388309, 42.0586416), (2.2387016, 42.0586244), (2.2384684, 42.0585439)]"
parking,19.516616314199396,,,unknown,"[(2.5156331, 41.7035306), (2.5155832, 41.7035609), (2.5155649, 41.7035688), (2.5155149, 41.7035446), (2.5154439, 41.7035407), (2.5152449, 41.7034038), (2.5150787, 41.7031647), (2.5150251, 41.7030419), (2.5150989, 41.7030408), (2.5156331, 41.7035306)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6877707, 10.1292335), (-64.6877572, 10.1291322), (-64.6875239, 10.1291624), (-64.6875375, 10.1292638), (-64.6877707, 10.1292335)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6855806, 10.129002), (-64.6855726, 10.1288674), (-64.6853607, 10.1288859), (-64.6853795, 10.1290047), (-64.6855806, 10.129002)]"
parking,19.516616314199396,surface,,unknown,"[(2.1718142, 41.9855297), (2.1716962, 41.985446), (2.1720127, 41.9850791), (2.1719564, 41.9849296), (2.1721039, 41.98481), (2.1723721, 41.9849139), (2.1723527, 41.9849354), (2.1718142, 41.9855297)]"
parking,19.516616314199396,,,unknown,"[(2.3256631, 42.0134458), (2.3256901, 42.0133158), (2.3258967, 42.0133376), (2.3258697, 42.0134702), (2.3258057, 42.0134628), (2.3256631, 42.0134458)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6877818, 10.127134), (-64.6878328, 10.1269623), (-64.6877013, 10.1269175), (-64.6876638, 10.1271393), (-64.6877818, 10.127134)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6938502, 10.1266057), (-64.6937671, 10.1264376), (-64.6935097, 10.1265933), (-64.6935955, 10.1267729), (-64.6938502, 10.1266057)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6937036, 10.1274446), (-64.6934962, 10.1269894), (-64.6932817, 10.1270105), (-64.6932656, 10.127161), (-64.6933058, 10.1274673), (-64.6937036, 10.1274446)]"
parking,19.516616314199396,surface,,unknown,"[(-64.693861, 10.1273063), (-64.6939978, 10.1275782), (-64.6945048, 10.1273802), (-64.6948347, 10.1272614), (-64.6947086, 10.1269102), (-64.694655, 10.1269392), (-64.6947408, 10.1271346), (-64.6940085, 10.1274515), (-64.6939415, 10.1272693), (-64.693861, 10.1273063)]"
parking,19.516616314199396,,,unknown,"[(2.5089326, 41.6469384), (2.5089625, 41.6469632), (2.5088162, 41.6470942), (2.5086365, 41.6471693), (2.5085039, 41.6471757), (2.508475, 41.6471044), (2.5088391, 41.646945), (2.5089326, 41.6469384)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6995363, 10.1277049), (-64.6993727, 10.1275518), (-64.6993137, 10.1276283), (-64.6989945, 10.1278607), (-64.6984607, 10.1281353), (-64.6986006, 10.1282944), (-64.6989827, 10.1280926), (-64.6990481, 10.128035), (-64.6995363, 10.1277049)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6996382, 10.1289036), (-64.7000164, 10.1286845), (-64.6999433, 10.1285433), (-64.6997465, 10.1281994), (-64.699711, 10.1281334), (-64.6996464, 10.128148), (-64.6996259, 10.1280919), (-64.6995899, 10.1280482), (-64.6992332, 10.1282699), (-64.6996382, 10.1289036)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6948558, 10.1309658), (-64.6946681, 10.1310714), (-64.69488, 10.1314305), (-64.695057, 10.1313038), (-64.6948558, 10.1309658)]"
parking,19.516616314199396,,,unknown,"[(1.7290657, 41.2384608), (1.729023, 41.2388126), (1.7290217, 41.2388297), (1.7288138, 41.2388247), (1.7287923, 41.2390798), (1.7286435, 41.2392391), (1.7279327, 41.2392129), (1.7277557, 41.2390516), (1.7277892, 41.2384072), (1.7290657, 41.2384608)]"
parking,19.516616314199396,,,unknown,"[(1.7275233, 41.2374989), (1.7282244, 41.2375429), (1.7281479, 41.2384001), (1.7274372, 41.2383825), (1.7275233, 41.2374989)]"
parking,19.516616314199396,,,unknown,"[(1.7274828, 41.2374794), (1.727533, 41.2370785), (1.7290813, 41.2371612), (1.7290384, 41.2375832), (1.7274828, 41.2374794)]"
parking,19.516616314199396,,,unknown,"[(1.7282122, 41.2375498), (1.728209, 41.2376064), (1.7281258, 41.2384853), (1.7273835, 41.2384641), (1.7274881, 41.2375056), (1.7279159, 41.2375333), (1.7282122, 41.2375498)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6957745, 10.1353286), (-64.6956742, 10.1353363), (-64.6956886, 10.1354052), (-64.6955223, 10.1354316), (-64.6955411, 10.1356375), (-64.695525, 10.135928), (-64.6958227, 10.1357247), (-64.6957745, 10.1353286)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7006936, 10.1353656), (-64.7011228, 10.1352785), (-64.7010799, 10.1350567), (-64.7008411, 10.1351359), (-64.7008626, 10.1352521), (-64.7006641, 10.1352837), (-64.7006936, 10.1353656)]"
parking,19.516616314199396,surface,,unknown,"[(-64.700986, 10.1350144), (-64.7009243, 10.1348824), (-64.7007634, 10.1349141), (-64.7006293, 10.134959), (-64.7006293, 10.1349986), (-64.7007714, 10.1349563), (-64.7007902, 10.1350303), (-64.700986, 10.1350144)]"
parking,19.516616314199396,,,unknown,"[(2.4288385, 41.6429747), (2.4288247, 41.6429584), (2.428907, 41.6428479), (2.4290563, 41.6427933), (2.4291904, 41.6428821), (2.4290959, 41.6431462), (2.4289542, 41.6431098), (2.4288385, 41.6429747)]"
parking,19.516616314199396,,,unknown,"[(2.4177449, 41.6429279), (2.4180694, 41.6426654), (2.4185039, 41.642948), (2.4183403, 41.6431244), (2.4181713, 41.6431003), (2.4180238, 41.6430402), (2.4179004, 41.6430502), (2.4177449, 41.6429279)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7074304, 10.1363698), (-64.7074577, 10.1362257), (-64.707173, 10.1361735), (-64.7071457, 10.1363176), (-64.7074304, 10.1363698)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7089137, 10.1340982), (-64.7089714, 10.1338377), (-64.7088244, 10.1338061), (-64.7087667, 10.1340666), (-64.7089137, 10.1340982)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7092563, 10.1348608), (-64.709314, 10.1346003), (-64.709167, 10.1345687), (-64.7091093, 10.1348292), (-64.7092563, 10.1348608)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7100073, 10.1344991), (-64.710065, 10.1342386), (-64.709918, 10.134207), (-64.7098603, 10.1344675), (-64.7100073, 10.1344991)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7044926, 10.1380237), (-64.7045145, 10.137889), (-64.7042332, 10.1378446), (-64.7042113, 10.1379794), (-64.7044926, 10.1380237)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7031466, 10.1387055), (-64.7032815, 10.1387368), (-64.7033469, 10.1384638), (-64.703212, 10.1384325), (-64.7031466, 10.1387055)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7044984, 10.1389932), (-64.7046333, 10.1390246), (-64.7046987, 10.1387516), (-64.7045638, 10.1387203), (-64.7044984, 10.1389932)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7042517, 10.1393602), (-64.7043866, 10.1393916), (-64.704452, 10.1391186), (-64.704317, 10.1390873), (-64.7042517, 10.1393602)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7057332, 10.1382255), (-64.70576, 10.1380882), (-64.7049834, 10.1379573), (-64.7049607, 10.1380539), (-64.705127, 10.1380856), (-64.705127, 10.1381199), (-64.7057332, 10.1382255)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7050563, 10.1395001), (-64.7051912, 10.1395315), (-64.7052566, 10.1392585), (-64.7051217, 10.1392272), (-64.7050563, 10.1395001)]"
parking,19.516616314199396,,,unknown,"[(2.460675, 41.6930672), (2.4603933, 41.6927959), (2.4606867, 41.692629), (2.4609731, 41.6928464), (2.460675, 41.6930672)]"
parking,19.516616314199396,surface,,unknown,"[(-64.6948719, 10.1422511), (-64.6946803, 10.142236), (-64.694674, 10.1422735), (-64.6944023, 10.1422298), (-64.6943929, 10.1422863), (-64.694837, 10.1423911), (-64.6948719, 10.1422511)]"
parking,19.516616314199396,surface,,unknown,"[(-64.70015, 10.1384392), (-64.7001446, 10.1386397), (-64.6999451, 10.1386345), (-64.6999505, 10.138434), (-64.699852, 10.138429), (-64.6998461, 10.1385412), (-64.69979, 10.1385384), (-64.6997958, 10.1384262), (-64.6996536, 10.1384313), (-64.6996151, 10.1387332), (-64.6993308, 10.13872), (-64.6993171, 10.138856), (-64.6993689, 10.1388578), (-64.6993667, 10.1389237), (-64.6993309, 10.1389225), (-64.6993226, 10.1391079), (-64.6996329, 10.1390919), (-64.6997647, 10.13911), (-64.6997665, 10.1391865), (-64.7002079, 10.139058), (-64.7002615, 10.1384692), (-64.70015, 10.1384392)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7053617, 10.1403562), (-64.7053966, 10.1402031), (-64.7050855, 10.1401476), (-64.7050506, 10.1403061), (-64.7053617, 10.1403562)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7045983, 10.1405806), (-64.7046671, 10.1399623), (-64.7045378, 10.1399483), (-64.7044689, 10.1405667), (-64.7045983, 10.1405806)]"
parking,19.516616314199396,surface,,unknown,"[(-64.704148, 10.1401516), (-64.7041829, 10.1399985), (-64.7038718, 10.139943), (-64.7038369, 10.1401015), (-64.704148, 10.1401516)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7061489, 10.1405793), (-64.7061838, 10.1404262), (-64.7058727, 10.1403707), (-64.7058378, 10.1405292), (-64.7061489, 10.1405793)]"
parking,19.516616314199396,surface,,unknown,"[(-64.704279, 10.1410143), (-64.7044336, 10.1410525), (-64.7044978, 10.1407477), (-64.7043377, 10.1407094), (-64.704279, 10.1410143)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7046247, 10.1415167), (-64.7047793, 10.1415548), (-64.7048435, 10.1412501), (-64.7046834, 10.1412118), (-64.7046247, 10.1415167)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7052041, 10.1411338), (-64.7053587, 10.141172), (-64.7054228, 10.1408672), (-64.7052628, 10.1408289), (-64.7052041, 10.1411338)]"
parking,19.516616314199396,surface,,unknown,"[(-64.705821, 10.1417437), (-64.7059756, 10.1417819), (-64.7060398, 10.1414771), (-64.7058797, 10.1414388), (-64.705821, 10.1417437)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7066337, 10.1418018), (-64.7067883, 10.14184), (-64.7068713, 10.1412712), (-64.7065744, 10.1412461), (-64.7065322, 10.1415045), (-64.7066885, 10.1415569), (-64.7066337, 10.1418018)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7072406, 10.1412817), (-64.7072755, 10.1411286), (-64.7069644, 10.1410731), (-64.7069295, 10.1412316), (-64.7072406, 10.1412817)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7078119, 10.140743), (-64.7078468, 10.1405899), (-64.7075357, 10.1405344), (-64.7075008, 10.1406929), (-64.7078119, 10.140743)]"
parking,19.516616314199396,surface,,unknown,"[(-64.7073962, 10.1405212), (-64.7074311, 10.1403681), (-64.7068383, 10.1402625), (-64.7067793, 10.1405794), (-64.7069872, 10.1406071), (-64.7070716, 10.1404658), (-64.7073962, 10.1405212)]"
